,date,title,point
42,2021-12-12,히든 피겨스,9.38
43,2021-12-12,레옹,9.38
44,2021-12-12,알라딘,9.38
45,2021-12-12,쉰들러 리스트,9.37
46,2021-12-12,아이 캔 스피크,9.37
47,2021-12-12,클레멘타인,9.37
48,2021-12-12,동주,9.37
49,2021-12-12,안녕 베일리,9.37
50,2021-12-13,밥정,9.61
51,2021-12-13,그린 북,9.60
52,2021-12-13,가버나움,9.59
53,2021-12-13,디지몬 어드벤처 라스트 에볼루션 : 인연,9.55
54,2021-12-13,원더,9.53
55,2021-12-13,베일리 어게인,9.53
56,2021-12-13,아일라,9.52
57,2021-12-13,극장판 바이올렛 에버가든,9.51
58,2021-12-13,당갈,9.49
59,2021-12-13,먼 훗날 우리,9.49
60,2021-12-13,포드 V 페라리,9.48
61,2021-12-13,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",9.47
62,2021-12-13,주전장,9.47
63,2021-12-13,쇼생크 탈출,9.45
64,2021-12-13,터미네이터 2:오리지널,9.45
65,2021-12-13,덕구,9.43
66,2021-12-13,나 홀로 집에,9.43
67,2021-12-13,클래식,9.43
68,2021-12-13,라이언 일병 구하기,9.43
69,2021-12-13,월-E,9.42
70,2021-12-13,보헤미안 랩소디,9.42
71,2021-12-13,빽 투 더 퓨쳐,9.42
72,2021-12-13,사운드 오브 뮤직,9.41
73,2021-12-13,포레스트 검프,9.41
74,2021-12-13,위대한 쇼맨,9.41
75,2021-12-13,글래디에이터,9.41
76,2021-12-13,타이타닉,9.41
77,2021-12-13,인생은 아름다워,9.40
78,2021-12-13,헬프,9.40
79,2021-12-13,살인의 추억,9.40
80,2021-12-13,매트릭스,9.40
81,2021-12-13,잭 스나이더의 저스티스 리그,9.40
82,2021-12-13,가나의 혼인잔치: 언약,9.40
83,2021-12-13,센과 치히로의 행방불명,9.39
84,2021-12-13,토이 스토리 3,9.39
85,2021-12-13,캐스트 어웨이,9.39
86,2021-12-13,헌터 킬러,9.39
87,2021-12-13,집으로...,9.38
88,2021-12-13,반지의 제왕: 왕의 귀환,9.38
89,2021-12-13,태극권,9.38
90,2021-12-13,죽은 시인의 사회,9.38
91,2021-12-13,어벤져스: 엔드게임,9.38
92,2021-12-13,히든 피겨스,9.38
93,2021-12-13,레옹,9.38
94,2021-12-13,알라딘,9.38
95,2021-12-13,쉰들러 리스트,9.37
96,2021-12-13,아이 캔 스피크,9.37
97,2021-12-13,클레멘타인,9.37
98,2021-12-13,동주,9.37
99,2021-12-13,안녕 베일리,9.37
100,2021-12-14,밥정,9.61
101,2021-12-14,그린 북,9.60
102,2021-12-14,가버나움,9.59
103,2021-12-14,디지몬 어드벤처 라스트 에볼루션 : 인연,9.55
104,2021-12-14,원더,9.53
105,2021-12-14,베일리 어게인,9.53
106,2021-12-14,아일라,9.52
107,2021-12-14,극장판 바이올렛 에버가든,9.51
108,2021-12-14,당갈,9.49
109,2021-12-14,먼 훗날 우리,9.49
110,2021-12-14,포드 V 페라리,9.48
111,2021-12-14,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",9.47
112,2021-12-14,주전장,9.47
113,2021-12-14,쇼생크 탈출,9.45
114,2021-12-14,터미네이터 2:오리지널,9.45
115,2021-12-14,덕구,9.43
116,2021-12-14,나 홀로 집에,9.43
117,2021-12-14,클래식,9.43
118,2021-12-14,라이언 일병 구하기,9.43
119,2021-12-14,월-E,9.42
120,2021-12-14,보헤미안 랩소디,9.42
121,2021-12-14,빽 투 더 퓨쳐,9.42
122,2021-12-14,사운드 오브 뮤직,9.41
123,2021-12-14,포레스트 검프,9.41
124,2021-12-14,위대한 쇼맨,9.41
125,2021-12-14,글래디에이터,9.41
126,2021-12-14,타이타닉,9.41
127,2021-12-14,인생은 아름다워,9.40
128,2021-12-14,헬프,9.40
129,2021-12-14,살인의 추억,9.40
130,2021-12-14,매트릭스,9.40
131,2021-12-14,잭 스나이더의 저스티스 리그,9.40
132,2021-12-14,가나의 혼인잔치: 언약,9.40
133,2021-12-14,센과 치히로의 행방불명,9.39
134,2021-12-14,토이 스토리 3,9.39
135,2021-12-14,캐스트 어웨이,9.39
136,2021-12-14,헌터 킬러,9.39
137,2021-12-14,집으로...,9.38
138,2021-12-14,반지의 제왕: 왕의 귀환,9.38
139,2021-12-14,태극권,9.38
140,2021-12-14,죽은 시인의 사회,9.38
141,2021-12-14,어벤져스: 엔드게임,9.38
142,2021-12-14,히든 피겨스,9.38
143,2021-12-14,레옹,9.38
144,2021-12-14,알라딘,9.38
145,2021-12-14,쉰들러 리스트,9.37
146,2021-12-14,아이 캔 스피크,9.37
147,2021-12-14,클레멘타인,9.37
148,2021-12-14,동주,9.37
149,2021-12-14,안녕 베일리,9.37
150,2021-12-15,밥정,9.61
151,2021-12-15,그린 북,9.60
152,2021-12-15,가버나움,9.59
153,2021-12-15,디지몬 어드벤처 라스트 에볼루션 : 인연,9.55
154,2021-12-15,원더,9.53
155,2021-12-15,베일리 어게인,9.53
156,2021-12-15,아일라,9.52
157,2021-12-15,스파이더맨: 노 웨이 홈,9.51
158,2021-12-15,극장판 바이올렛 에버가든,9.51
159,2021-12-15,당갈,9.49
160,2021-12-15,먼 훗날 우리,9.49
161,2021-12-15,포드 V 페라리,9.48
162,2021-12-15,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",9.47
163,2021-12-15,주전장,9.47
164,2021-12-15,쇼생크 탈출,9.45
165,2021-12-15,터미네이터 2:오리지널,9.45
166,2021-12-15,덕구,9.43
167,2021-12-15,나 홀로 집에,9.43
168,2021-12-15,클래식,9.43
169,2021-12-15,라이언 일병 구하기,9.43
170,2021-12-15,월-E,9.42
171,2021-12-15,보헤미안 랩소디,9.42
172,2021-12-15,빽 투 더 퓨쳐,9.42
173,2021-12-15,사운드 오브 뮤직,9.41
174,2021-12-15,포레스트 검프,9.41
175,2021-12-15,위대한 쇼맨,9.41
176,2021-12-15,글래디에이터,9.41
177,2021-12-15,타이타닉,9.41
178,2021-12-15,인생은 아름다워,9.40
179,2021-12-15,헬프,9.40
180,2021-12-15,살인의 추억,9.40
181,2021-12-15,매트릭스,9.40
182,2021-12-15,잭 스나이더의 저스티스 리그,9.40
183,2021-12-15,가나의 혼인잔치: 언약,9.40
184,2021-12-15,센과 치히로의 행방불명,9.39
185,2021-12-15,토이 스토리 3,9.39
186,2021-12-15,캐스트 어웨이,9.39
187,2021-12-15,헌터 킬러,9.39
188,2021-12-15,집으로...,9.38
189,2021-12-15,반지의 제왕: 왕의 귀환,9.38
190,2021-12-15,태극권,9.38
191,2021-12-15,죽은 시인의 사회,9.38
192,2021-12-15,어벤져스: 엔드게임,9.38
193,2021-12-15,히든 피겨스,9.38
194,2021-12-15,레옹,9.38
195,2021-12-15,알라딘,9.38
196,2021-12-15,쉰들러 리스트,9.37
197,2021-12-15,아이 캔 스피크,9.37
198,2021-12-15,클레멘타인,9.37
199,2021-12-15,동주,9.37
200,2021-12-16,밥정,9.61
201,2021-12-16,그린 북,9.60
202,2021-12-16,가버나움,9.59
203,2021-12-16,디지몬 어드벤처 라스트 에볼루션 : 인연,9.55
204,2021-12-16,원더,9.53
205,2021-12-16,베일리 어게인,9.53
206,2021-12-16,아일라,9.52
207,2021-12-16,극장판 바이올렛 에버가든,9.51
208,2021-12-16,당갈,9.49
209,2021-12-16,먼 훗날 우리,9.49
210,2021-12-16,포드 V 페라리,9.48
211,2021-12-16,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",9.47
212,2021-12-16,주전장,9.47
213,2021-12-16,쇼생크 탈출,9.45
214,2021-12-16,터미네이터 2:오리지널,9.45
215,2021-12-16,스파이더맨: 노 웨이 홈,9.43
216,2021-12-16,덕구,9.43
217,2021-12-16,나 홀로 집에,9.43
218,2021-12-16,클래식,9.43
219,2021-12-16,라이언 일병 구하기,9.43
220,2021-12-16,월-E,9.42
221,2021-12-16,보헤미안 랩소디,9.42
222,2021-12-16,빽 투 더 퓨쳐,9.42
223,2021-12-16,사운드 오브 뮤직,9.41
224,2021-12-16,포레스트 검프,9.41
225,2021-12-16,위대한 쇼맨,9.41
226,2021-12-16,글래디에이터,9.41
227,2021-12-16,타이타닉,9.41
228,2021-12-16,인생은 아름다워,9.40
229,2021-12-16,헬프,9.40
230,2021-12-16,살인의 추억,9.40
231,2021-12-16,매트릭스,9.40
232,2021-12-16,잭 스나이더의 저스티스 리그,9.40
233,2021-12-16,가나의 혼인잔치: 언약,9.40
234,2021-12-16,센과 치히로의 행방불명,9.39
235,2021-12-16,토이 스토리 3,9.39
236,2021-12-16,캐스트 어웨이,9.39
237,2021-12-16,헌터 킬러,9.39
238,2021-12-16,집으로...,9.38
239,2021-12-16,반지의 제왕: 왕의 귀환,9.38
240,2021-12-16,태극권,9.38
241,2021-12-16,죽은 시인의 사회,9.38
242,2021-12-16,어벤져스: 엔드게임,9.38
243,2021-12-16,히든 피겨스,9.38
244,2021-12-16,레옹,9.38
245,2021-12-16,알라딘,9.38
246,2021-12-16,쉰들러 리스트,9.37
247,2021-12-16,아이 캔 스피크,9.37
248,2021-12-16,클레멘타인,9.37
249,2021-12-16,동주,9.37
250,2021-12-17,밥정,9.61
251,2021-12-17,그린 북,9.60
252,2021-12-17,가버나움,9.59
253,2021-12-17,디지몬 어드벤처 라스트 에볼루션 : 인연,9.55
254,2021-12-17,원더,9.53
255,2021-12-17,베일리 어게인,9.53
256,2021-12-17,아일라,9.52
257,2021-12-17,극장판 바이올렛 에버가든,9.51
258,2021-12-17,당갈,9.49
259,2021-12-17,먼 훗날 우리,9.49
260,2021-12-17,포드 V 페라리,9.48
261,2021-12-17,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",9.47
262,2021-12-17,주전장,9.47
263,2021-12-17,쇼생크 탈출,9.45
264,2021-12-17,터미네이터 2:오리지널,9.45
265,2021-12-17,덕구,9.43
266,2021-12-17,나 홀로 집에,9.43
267,2021-12-17,클래식,9.43
268,2021-12-17,라이언 일병 구하기,9.43
269,2021-12-17,월-E,9.42
270,2021-12-17,보헤미안 랩소디,9.42
271,2021-12-17,빽 투 더 퓨쳐,9.42
272,2021-12-17,사운드 오브 뮤직,9.41
273,2021-12-17,포레스트 검프,9.41
274,2021-12-17,위대한 쇼맨,9.41
275,2021-12-17,글래디에이터,9.41
276,2021-12-17,타이타닉,9.41
277,2021-12-17,인생은 아름다워,9.40
278,2021-12-17,헬프,9.40
279,2021-12-17,살인의 추억,9.40
280,2021-12-17,매트릭스,9.40
281,2021-12-17,잭 스나이더의 저스티스 리그,9.40
282,2021-12-17,가나의 혼인잔치: 언약,9.40
283,2021-12-17,센과 치히로의 행방불명,9.39
284,2021-12-17,토이 스토리 3,9.39
285,2021-12-17,캐스트 어웨이,9.39
286,2021-12-17,스파이더맨: 노 웨이 홈,9.39
287,2021-12-17,헌터 킬러,9.39
288,2021-12-17,집으로...,9.38
289,2021-12-17,반지의 제왕: 왕의 귀환,9.38
290,2021-12-17,태극권,9.38
291,2021-12-17,죽은 시인의 사회,9.38
292,2021-12-17,어벤져스: 엔드게임,9.38
293,2021-12-17,히든 피겨스,9.38
294,2021-12-17,레옹,9.38
295,2021-12-17,알라딘,9.38
296,2021-12-17,쉰들러 리스트,9.37
297,2021-12-17,아이 캔 스피크,9.37
298,2021-12-17,클레멘타인,9.37
299,2021-12-17,동주,9.37
300,2021-12-18,밥정,9.61
301,2021-12-18,그린 북,9.60
302,2021-12-18,가버나움,9.59
303,2021-12-18,디지몬 어드벤처 라스트 에볼루션 : 인연,9.55
304,2021-12-18,원더,9.53
305,2021-12-18,베일리 어게인,9.53
306,2021-12-18,아일라,9.52
307,2021-12-18,극장판 바이올렛 에버가든,9.51
308,2021-12-18,당갈,9.49
309,2021-12-18,먼 훗날 우리,9.49
310,2021-12-18,포드 V 페라리,9.48
311,2021-12-18,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",9.47
312,2021-12-18,주전장,9.47
313,2021-12-18,쇼생크 탈출,9.45
314,2021-12-18,터미네이터 2:오리지널,9.45
315,2021-12-18,덕구,9.43
316,2021-12-18,나 홀로 집에,9.43
317,2021-12-18,클래식,9.43
318,2021-12-18,라이언 일병 구하기,9.43
319,2021-12-18,월-E,9.42
320,2021-12-18,보헤미안 랩소디,9.42
321,2021-12-18,빽 투 더 퓨쳐,9.42
322,2021-12-18,사운드 오브 뮤직,9.41
323,2021-12-18,포레스트 검프,9.41
324,2021-12-18,위대한 쇼맨,9.41
325,2021-12-18,글래디에이터,9.41
326,2021-12-18,타이타닉,9.41
327,2021-12-18,인생은 아름다워,9.40
328,2021-12-18,헬프,9.40
329,2021-12-18,살인의 추억,9.40
330,2021-12-18,매트릭스,9.40
331,2021-12-18,가나의 혼인잔치: 언약,9.40
332,2021-12-18,잭 스나이더의 저스티스 리그,9.40
333,2021-12-18,센과 치히로의 행방불명,9.39
334,2021-12-18,토이 스토리 3,9.39
335,2021-12-18,캐스트 어웨이,9.39
336,2021-12-18,헌터 킬러,9.38
337,2021-12-18,집으로...,9.38
338,2021-12-18,반지의 제왕: 왕의 귀환,9.38
339,2021-12-18,태극권,9.38
340,2021-12-18,죽은 시인의 사회,9.38
341,2021-12-18,어벤져스: 엔드게임,9.38
342,2021-12-18,히든 피겨스,9.38
343,2021-12-18,레옹,9.38
344,2021-12-18,알라딘,9.38
345,2021-12-18,쉰들러 리스트,9.37
346,2021-12-18,아이 캔 스피크,9.37
347,2021-12-18,클레멘타인,9.37
348,2021-12-18,동주,9.37
349,2021-12-18,안녕 베일리,9.37
350,2021-12-19,밥정,9.61
351,2021-12-19,그린 북,9.60
352,2021-12-19,가버나움,9.59
353,2021-12-19,디지몬 어드벤처 라스트 에볼루션 : 인연,9.55
354,2021-12-19,원더,9.53
355,2021-12-19,베일리 어게인,9.53
356,2021-12-19,아일라,9.52
357,2021-12-19,극장판 바이올렛 에버가든,9.51
358,2021-12-19,먼 훗날 우리,9.49
359,2021-12-19,당갈,9.49
360,2021-12-19,포드 V 페라리,9.48
361,2021-12-19,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",9.47
362,2021-12-19,주전장,9.47
363,2021-12-19,쇼생크 탈출,9.45
364,2021-12-19,터미네이터 2:오리지널,9.45
365,2021-12-19,덕구,9.43
366,2021-12-19,나 홀로 집에,9.43
367,2021-12-19,클래식,9.43
368,2021-12-19,라이언 일병 구하기,9.43
369,2021-12-19,월-E,9.42
370,2021-12-19,보헤미안 랩소디,9.42
371,2021-12-19,빽 투 더 퓨쳐,9.42
372,2021-12-19,사운드 오브 뮤직,9.41
373,2021-12-19,포레스트 검프,9.41
374,2021-12-19,위대한 쇼맨,9.41
375,2021-12-19,글래디에이터,9.41
376,2021-12-19,타이타닉,9.41
377,2021-12-19,인생은 아름다워,9.40
378,2021-12-19,헬프,9.40
379,2021-12-19,살인의 추억,9.40
380,2021-12-19,매트릭스,9.40
381,2021-12-19,가나의 혼인잔치: 언약,9.40
382,2021-12-19,잭 스나이더의 저스티스 리그,9.40
383,2021-12-19,센과 치히로의 행방불명,9.39
384,2021-12-19,토이 스토리 3,9.39
385,2021-12-19,캐스트 어웨이,9.39
386,2021-12-19,헌터 킬러,9.38
387,2021-12-19,집으로...,9.38
